"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Branford School District","900907310","2010-2011","Special Education","Student Enrollment","Number","471"
"Branford School District","900907310","2011-2012","Non-Special Education","Student Enrollment","Number","2886"
"Branford School District","900907310","2011-2012","Special Education","Student Enrollment","Number","455"
"Branford School District","900907310","2012-2013","Non-Special Education","Student Enrollment","Number","2839"
"Branford School District","900907310","2012-2013","Special Education","Student Enrollment","Number","443"
"Branford School District","900907310","2013-2014","Non-Special Education","Student Enrollment","Number","2833"
"Branford School District","900907310","2013-2014","Special Education","Student Enrollment","Number","412"
"Branford School District","900907310","2014-2015","Non-Special Education","Student Enrollment","Number","2696"
"Branford School District","900907310","2014-2015","Special Education","Student Enrollment","Number","412"
"Branford School District","900907310","2015-2016","Non-Special Education","Student Enrollment","Number","2644"
"Branford School District","900907310","2015-2016","Special Education","Student Enrollment","Number","422"
"Branford School District","900907310","2016-2017","Non-Special Education","Student Enrollment","Number","2570"
"Branford School District","900907310","2016-2017","Special Education","Student Enrollment","Number","413"
"Branford School District","900907310","2017-2018","Non-Special Education","Student Enrollment","Number","2513"
"Branford School District","900907310","2017-2018","Special Education","Student Enrollment","Number","405"
"Brass City Charter School District","","2007-2008","Non-Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2007-2008","Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2008-2009","Non-Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2008-2009","Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2009-2010","Non-Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2009-2010","Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2010-2011","Non-Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2010-2011","Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2011-2012","Non-Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2011-2012","Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2012-2013","Non-Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2012-2013","Special Education","Student Enrollment","Number","-6666"
"Brass City Charter School District","","2013-2014","Non-Special Education","Student Enrollment","Number","-9999"
"Brass City Charter School District","","2013-2014","Special Education","Student Enrollment","Number","-9999"
"Brass City Charter School District","","2014-2015","Non-Special Education","Student Enrollment","Number","139"
"Brass City Charter School District","","2014-2015","Special Education","Student Enrollment","Number","11"
"Brass City Charter School District","","2015-2016","Non-Special Education","Student Enrollment","Number","174"
"Brass City Charter School District","","2015-2016","Special Education","Student Enrollment","Number","12"
"Brass City Charter School District","","2016-2017","Non-Special Education","Student Enrollment","Number","204"
"Brass City Charter School District","","2016-2017","Special Education","Student Enrollment","Number","15"
"Brass City Charter School District","","2017-2018","Non-Special Education","Student Enrollment","Number","232"
"Brass City Charter School District","","2017-2018","Special Education","Student Enrollment","Number","22"
"Bridgeport School District","900108070","2007-2008","Non-Special Education","Student Enrollment","Number","18329"
"Bridgeport School District","900108070","2007-2008","Special Education","Student Enrollment","Number","2629"
"Bridgeport School District","900108070","2008-2009","Non-Special Education","Student Enrollment","Number","18033"
"Bridgeport School District","900108070","2008-2009","Special Education","Student Enrollment","Number","2563"
"Bridgeport School District","900108070","2009-2010","Non-Special Education","Student Enrollment","Number","17683"
"Bridgeport School District","900108070","2009-2010","Special Education","Student Enrollment","Number","2624"
"Bridgeport School District","900108070","2010-2011","Non-Special Education","Student Enrollment","Number","17804"
"Bridgeport School District","900108070","2010-2011","Special Education","Student Enrollment","Number","2653"
"Bridgeport School District","900108070","2011-2012","Non-Special Education","Student Enrollment","Number","17693"
"Bridgeport School District","900108070","2011-2012","Special Education","Student Enrollment","Number","2674"
"Bridgeport School District","900108070","2012-2013","Non-Special Education","Student Enrollment","Number","17617"
"Bridgeport School District","900108070","2012-2013","Special Education","Student Enrollment","Number","2721"
"Bridgeport School District","900108070","2013-2014","Non-Special Education","Student Enrollment","Number","18147"
"Bridgeport School District","900108070","2013-2014","Special Education","Student Enrollment","Number","2782"
"Bridgeport School District","900108070","2014-2015","Non-Special Education","Student Enrollment","Number","18130"
"Bridgeport School District","900108070","2014-2015","Special Education","Student Enrollment","Number","3114"
"Bridgeport School District","900108070","2015-2016","Non-Special Education","Student Enrollment","Number","17993"
"Bridgeport School District","900108070","2015-2016","Special Education","Student Enrollment","Number","3198"
"Bridgeport School District","900108070","2016-2017","Non-Special Education","Student Enrollment","Number","17788"
"Bridgeport School District","900108070","2016-2017","Special Education","Student Enrollment","Number","3434"
"Bridgeport School District","900108070","2017-2018","Non-Special Education","Student Enrollment","Number","17369"
"Bridgeport School District","900108070","2017-2018","Special Education","Student Enrollment","Number","3527"
"Bristol School District","900308490","2007-2008","Non-Special Education","Student Enrollment","Number","7819"
"Bristol School District","900308490","2007-2008","Special Education","Student Enrollment","Number","1161"
